SOC,SOH,Operating conditions,DischargingBattery,Temperature(°C),Initial capacity (Ah),EOL capacity(Ah),Current(A),Cut-off voltage(V)
64,92,Constant current discharge,Yes,23.5,1860,912.5,9.7,3.2
91,99,Constant current discharge,Yes,24.7,1983,956.3,10.3,3.1
76,100,Constant current discharge,Yes,24.6,2010,990.5,10.1,3.1
75,91,Constant current discharge,Yes,23.5,1815,912.5,9.7,3.2
62,94,Constant current discharge,Yes,23.5,1867,912.5,9.5,3.2
62,92,Constant current discharge,Yes,23.8,1858,923.4,10,3.2
58,94,Constant current discharge,Yes,23.5,1869,912.5,9.5,3.2
100,99,Constant current discharge,Yes,25.2,2010,971.1,10.3,3.1
100,100,Constant current discharge,Yes,25.2,2010,977.9,10.4,3.1
68,95,Constant current discharge,Yes,23.8,1970,923.4,10.2,3.2
60,100,Constant current discharge,Yes,24.6,2010,970.6,10.3,3.2
69,91,Constant current discharge,Yes,23.7,1876,912.5,9.6,3.2
63,94,Constant current discharge,Yes,23.7,1832,912.5,10,3.2
70,94,Constant current discharge,Yes,23.5,1865,912.5,9.7,3.2
75,91,Constant current discharge,Yes,23.7,1860,919,10.3,3.2
71,94,Constant current discharge,Yes,23.5,1847,912.5,9.8,3.2
61,93,Constant current discharge,Yes,23.8,1839,918.7,9.7,3.2
93,100,Constant current discharge,Yes,24.8,2001,972.5,10.4,3.2
71,99,Constant current discharge,Yes,24.8,2006,970.8,9.8,3.1
98,100,Constant current discharge,Yes,25,2010,1007.2,10.2,3.1
74,93,Constant current discharge,Yes,23.5,1848,912.5,9.7,3.2
72,93,Constant current discharge,Yes,23.8,1889,922.4,9.9,3.2
84,93,Constant current discharge,Yes,24.6,2010,961.7,9.7,3.2
86,98,Constant current discharge,Yes,25.1,2010,976,10.4,3.1
67,98,Constant current discharge,Yes,24.5,1989,981.8,10.2,3.2
100,100,Constant current discharge,Yes,25.2,2010,966,10.4,3.1
65,95,Constant current discharge,Yes,23.7,1859,916.3,9.7,3.2
77,97,Constant current discharge,Yes,24,1873,964.7,10.1,3.2
94,98,Constant current discharge,Yes,24.4,1950,973.5,10.3,3.1
100,98,Constant current discharge,Yes,25.1,1962,990.7,9.7,3.1
56,92,Constant current discharge,Yes,23.5,1852,912.5,9.5,3.2
100,100,Constant current discharge,Yes,24.8,1996,981.1,10.4,3.1
66,99,Constant current discharge,Yes,24.1,2010,988.3,10.2,3.2
96,100,Constant current discharge,Yes,24.9,2010,989.4,10.4,3.1
94,100,Constant current discharge,Yes,25,1989,984.1,10.1,3.1
99,97,Constant current discharge,Yes,25.1,2003,972,10,3.2
100,100,Constant current discharge,Yes,24.9,2010,983.1,10.4,3.1
70,95,Constant current discharge,Yes,23.7,1835,933.7,9.8,3.2
65,94,Constant current discharge,Yes,23.7,1823,912.5,10.1,3.2
64,92,Constant current discharge,Yes,23.5,1848,912.5,9.6,3.2
63,95,Constant current discharge,Yes,23.5,1807,912.5,9.4,3.2
75,93,Constant current discharge,Yes,23.7,1822,917.9,9.6,3.2
68,92,Constant current discharge,Yes,24,1865,923.5,9.6,3.2
76,93,Constant current discharge,Yes,23.5,1848,912.5,9.5,3.2
60,92,Constant current discharge,Yes,23.8,1842,912.5,9.7,3.2
58,93,Constant current discharge,Yes,23.5,1856,933.1,9.6,3.2
55,92,Constant current discharge,Yes,23.7,1868,915.7,9.5,3.2
95,99,Constant current discharge,Yes,24.8,2003,973.7,9.9,3.2
77,93,Constant current discharge,Yes,23.5,1818,913,9.6,3.2
100,100,Constant current discharge,Yes,24.9,2010,1002.5,10.2,3.2
68,92,Constant current discharge,Yes,23.6,1850,930.3,10,3.2
90,98,Constant current discharge,Yes,23.8,1949,984.5,9.7,3.2
80,98,Constant current discharge,Yes,23.6,1984,926.2,9.8,3.2
97,100,Constant current discharge,Yes,25.1,2010,974,10.4,3.1
100,100,Constant current discharge,Yes,25.1,2010,984.5,10.4,3.1
59,92,Constant current discharge,Yes,23.5,1886,912.5,9.6,3.2
99,98,Constant current discharge,Yes,25.3,2010,995.2,10.4,3.1
99,100,Constant current discharge,Yes,25.1,2010,1014.6,10.4,3.1
71,92,Constant current discharge,Yes,23.7,1808,914.4,9.7,3.2
94,99,Constant current discharge,Yes,25,1986,1007.8,10.2,3.2
91,98,Constant current discharge,Yes,25.3,2007,993.2,10.4,3.1
67,94,Constant current discharge,Yes,23.5,1866,933.7,9.8,3.2
69,91,Constant current discharge,Yes,23.5,1835,912.5,9.4,3.2
93,100,Constant current discharge,Yes,24.7,1975,998.9,10.3,3.1
77,93,Constant current discharge,Yes,23.7,1854,912.5,9.7,3.2
98,100,Constant current discharge,Yes,24.7,2010,929.4,10.1,3.1
61,93,Constant current discharge,Yes,23.8,1867,912.5,9.7,3.2
71,93,Constant current discharge,Yes,23.9,1837,912.5,9.7,3.2
100,99,Constant current discharge,Yes,24.2,2010,976.5,10.2,3.2
90,98,Constant current discharge,Yes,23.8,1865,981.5,10,3.2
86,97,Constant current discharge,Yes,25.1,1945,977.5,10,3.2
76,95,Constant current discharge,Yes,23.6,1876,919.8,10.3,3.2
60,96,Constant current discharge,Yes,23.5,1896,912.5,9.9,3.2
89,93,Constant current discharge,Yes,23.7,1845,943.9,10,3.2
100,100,Constant current discharge,Yes,25.1,2010,991.7,10.4,3.1
100,96,Constant current discharge,Yes,24.7,2002,982.4,10,3.2
100,99,Constant current discharge,Yes,24.7,2010,973.6,10.4,3.1
69,95,Constant current discharge,Yes,24.2,1861,912.5,9.7,3.2
69,95,Constant current discharge,Yes,23.5,1875,921.6,9.5,3.2
68,92,Constant current discharge,Yes,23.5,1845,912.5,10,3.2
66,94,Constant current discharge,Yes,23.5,1786,912.5,9.8,3.2
74,94,Constant current discharge,Yes,24.2,1849,916.9,9.7,3.2
100,99,Constant current discharge,Yes,25.3,2010,991.3,10.4,3.1
97,100,Constant current discharge,Yes,25,2010,1007.8,10.2,3.1
100,99,Constant current discharge,Yes,24.8,2010,982.9,10.1,3.1
100,100,Constant current discharge,Yes,25.1,2010,1012.7,10.4,3.1
100,100,Constant current discharge,Yes,25.3,2010,995.7,10.4,3.1
74,95,Constant current discharge,Yes,23.5,1801,912.5,9.5,3.2
73,93,Constant current discharge,Yes,23.7,1972,935.4,10.1,3.2
64,93,Constant current discharge,Yes,23.5,1869,912.5,9.9,3.2
57,98,Constant current discharge,Yes,25,1851,921.9,9.9,3.2
55,97,Constant current discharge,Yes,25,1857,913.3,10.2,3.1
66,93,Constant current discharge,Yes,23.5,1870,912.5,9.7,3.2
58,93,Constant current discharge,Yes,24,1855,953.4,9.5,3.2
61,97,Constant current discharge,Yes,23.5,1954,912.5,10,3.2
58,92,Constant current discharge,Yes,23.8,1846,912.5,9.8,3.2
63,93,Constant current discharge,Yes,23.7,1852,912.5,9.6,3.2
100,100,Constant current discharge,Yes,25.3,2010,1003.7,10.3,3.1
63,95,Constant current discharge,Yes,24,1867,924.5,10.2,3.2
100,99,Constant current discharge,Yes,24.9,1989,985.9,10.3,3.1
65,98,Constant current discharge,Yes,23.5,1823,914.2,9.7,3.2
55,95,Constant current discharge,Yes,23.5,1793,923.3,9.6,3.2
63,93,Constant current discharge,Yes,23.8,1832,912.5,9.8,3.2
95,99,Constant current discharge,Yes,24.8,2010,988.8,10.3,3.2
82,95,Constant current discharge,Yes,23.8,1949,953.9,10.1,3.2
76,95,Constant current discharge,Yes,24.3,1849,933.7,9.9,3.2
74,94,Constant current discharge,Yes,23.6,1835,929.9,9.7,3.2
64,93,Constant current discharge,Yes,23.5,1854,912.5,9.5,3.2
90,94,Constant current discharge,Yes,23.7,1837,912.5,9.9,3.2
78,98,Constant current discharge,Yes,24.7,1948,970.4,10,3.2
83,99,Constant current discharge,Yes,24.9,1990,1002.2,10.1,3.1
100,100,Constant current discharge,Yes,25.2,2010,1007.1,10.4,3.1
98,97,Constant current discharge,Yes,25,1974,972.1,10,3.2
97,99,Constant current discharge,Yes,24.8,1981,987,9.9,3.1
100,100,Constant current discharge,Yes,24.9,2003,987.9,10.4,3.1
100,98,Constant current discharge,Yes,24.4,2010,958.3,10.2,3.2
72,93,Constant current discharge,Yes,23.7,1952,912.5,9.5,3.2
60,96,Constant current discharge,Yes,23.5,1858,924.7,9.8,3.1
93,97,Constant current discharge,Yes,23.6,1975,955.3,10,3.1
99,98,Constant current discharge,Yes,24.7,1973,990.1,10.2,3.2
72,93,Constant current discharge,Yes,23.5,1877,912.5,9.7,3.2
63,94,Constant current discharge,Yes,23.5,1880,923.2,9.8,3.2
70,93,Constant current discharge,Yes,23.5,1899,917.9,9.8,3.2
73,92,Constant current discharge,Yes,23.5,1862,912.5,9.7,3.2
100,100,Constant current discharge,Yes,25.2,2010,1000.4,10.4,3.1
92,95,Constant current discharge,Yes,23.9,1989,963.4,10,3.2
93,98,Constant current discharge,Yes,25.3,1970,991.4,10.1,3.2
64,92,Constant current discharge,Yes,23.7,1838,918.8,9.5,3.2
62,93,Constant current discharge,Yes,23.5,1810,918.8,9.6,3.2
97,100,Constant current discharge,Yes,24.9,2000,1001.3,10.2,3.1
96,100,Constant current discharge,Yes,25.1,2010,981.4,10.4,3.1
64,94,Constant current discharge,Yes,23.5,1820,932.3,9.9,3.2
66,93,Constant current discharge,Yes,24,1848,980.5,9.6,3.2
98,99,Constant current discharge,Yes,24.7,2010,994.3,10.4,3.1
59,92,Constant current discharge,Yes,23.9,1839,919,9.7,3.2
92,94,Constant current discharge,Yes,23.7,1864,912.5,9.6,3.2
100,100,Constant current discharge,Yes,25,2010,1006,10.4,3.2
75,93,Constant current discharge,Yes,23.6,1843,912.5,9.7,3.2
68,98,Constant current discharge,Yes,24,1922,930.6,10,3.2
100,99,Constant current discharge,Yes,24.8,2006,1007.5,10.4,3.1
67,93,Constant current discharge,Yes,23.5,1815,912.5,9.6,3.2
72,93,Constant current discharge,Yes,23.5,1826,912.5,9.7,3.2
94,99,Constant current discharge,Yes,24.7,1818,914.6,10.1,3.2
100,99,Constant current discharge,Yes,24.9,1977,974.9,9.9,3.2
59,92,Constant current discharge,Yes,23.7,1785,927.4,9.6,3.2
90,99,Constant current discharge,Yes,24.2,2010,991,10.2,3.1
55,91,Constant current discharge,Yes,23.5,1791,912.5,9.6,3.2
65,94,Constant current discharge,Yes,24,1905,918.4,10.2,3.2
77,93,Constant current discharge,Yes,23.7,1852,941.1,9.6,3.2
100,99,Constant current discharge,Yes,24.8,2010,1002.6,10.4,3.1
60,93,Constant current discharge,Yes,23.7,1825,922.5,9.7,3.2
62,94,Constant current discharge,Yes,23.6,1850,928.8,9.7,3.2
94,92,Constant current discharge,Yes,23.9,1852,982.8,9.8,3.2
99,99,Constant current discharge,Yes,25.3,2010,976,10.4,3.1
63,93,Constant current discharge,Yes,23.5,1846,928.2,9.7,3.2
59,92,Constant current discharge,Yes,23.9,1875,936.4,9.6,3.2
97,98,Constant current discharge,Yes,24.9,2010,1002.7,10.4,3.1
63,93,Constant current discharge,Yes,23.7,2002,912.5,9.7,3.1
68,91,Constant current discharge,Yes,23.6,1818,917.5,9.8,3.2
62,93,Constant current discharge,Yes,23.7,1870,923.8,10.2,3.2
70,99,Constant current discharge,Yes,23.5,1828,932.3,10.4,3.2
63,92,Constant current discharge,Yes,23.5,1848,975.3,9.8,3.2
63,94,Constant current discharge,Yes,23.7,1870,914.5,9.6,3.2
88,98,Constant current discharge,Yes,24.8,2010,968.5,10.3,3.1
67,92,Constant current discharge,Yes,23.8,1861,912.5,9.6,3.2
60,92,Constant current discharge,Yes,23.7,1867,912.5,9.8,3.2
76,98,Constant current discharge,Yes,23.6,2006,982.6,9.8,3.1
72,93,Constant current discharge,Yes,23.8,1861,912.5,9.7,3.2
63,93,Constant current discharge,Yes,23.7,1855,933,9.8,3.2
100,100,Constant current discharge,Yes,24.8,1996,985.3,10.4,3.1
100,100,Constant current discharge,Yes,25.1,2004,1000.8,10.2,3.1
58,95,Constant current discharge,Yes,23.7,1887,917.3,9.7,3.2
100,99,Constant current discharge,Yes,25.1,2010,992.7,9.9,3.2
75,93,Constant current discharge,Yes,23.8,1880,912.5,9.7,3.2
100,99,Constant current discharge,Yes,25.2,2010,1018.1,10.4,3.1
65,93,Constant current discharge,Yes,23.6,1852,912.5,9.5,3.2
73,99,Constant current discharge,Yes,24.8,1966,985.4,10.3,3.2
59,92,Constant current discharge,Yes,23.8,1785,912.5,9.6,3.2
100,100,Constant current discharge,Yes,24.5,2010,1017.8,10.3,3.1
69,94,Constant current discharge,Yes,23.5,1802,939.5,9.6,3.2
86,98,Constant current discharge,Yes,25.1,1959,987.1,10.2,3.1
100,100,Constant current discharge,Yes,25.1,2010,1005.8,10.4,3.1
65,95,Constant current discharge,Yes,23.5,1802,912.5,9.5,3.2
89,99,Constant current discharge,Yes,25,2010,977.5,10.4,3.1
64,92,Constant current discharge,Yes,23.7,1846,933.3,9.7,3.2
57,92,Constant current discharge,Yes,23.8,1821,912.5,10,3.2
98,100,Constant current discharge,Yes,25.3,2010,1002.6,10.4,3.1
92,98,Constant current discharge,Yes,24.6,1957,981.4,10.2,3.1
97,99,Constant current discharge,Yes,24.6,2006,973.4,10.2,3.2
70,92,Constant current discharge,Yes,23.8,1965,926,10,3.2
65,100,Constant current discharge,Yes,24.9,1953,970.2,10.2,3.2
68,94,Constant current discharge,Yes,24.1,1860,912.5,9.7,3.2
100,99,Constant current discharge,Yes,24.8,2010,1004.4,10.3,3.1
63,94,Constant current discharge,Yes,24.1,1844,933.6,9.8,3.2
64,93,Constant current discharge,Yes,23.5,1809,912.5,9.7,3.2
65,95,Constant current discharge,Yes,23.5,1881,912.5,9.7,3.2
71,94,Constant current discharge,Yes,23.5,1839,912.5,9.4,3.2
97,98,Constant current discharge,Yes,24.6,2010,999.6,10,3.2
100,100,Constant current discharge,Yes,25,2010,1023.1,10.2,3.1
94,99,Constant current discharge,Yes,24.6,2006,957.8,10.1,3.1
99,98,Constant current discharge,Yes,25.1,2010,969.7,10.4,3.1
55,92,Constant current discharge,Yes,23.5,1797,912.5,9.5,3.2
64,91,Constant current discharge,Yes,23.9,1815,912.5,9.6,3.2
85,97,Constant current discharge,Yes,24.5,1956,984.8,10,3.2
92,100,Constant current discharge,Yes,25.1,2010,1002.1,10.1,3.1
70,95,Constant current discharge,Yes,23.7,1867,912.5,9.6,3.2
62,98,Constant current discharge,Yes,23.9,1878,928.9,10.2,3.2
98,99,Constant current discharge,Yes,24.1,2006,950.7,9.8,3.1
97,99,Constant current discharge,Yes,23.6,2002,920.6,9.9,3.2
69,97,Constant current discharge,Yes,23.8,1833,930.3,10,3.2
97,97,Constant current discharge,Yes,25,1854,980.6,10.1,3.1
60,92,Constant current discharge,Yes,23.7,1874,912.5,9.8,3.2
96,99,Constant current discharge,Yes,25,2010,992.6,10.2,3.1
70,91,Constant current discharge,Yes,23.5,1880,912.5,9.7,3.2
62,98,Constant current discharge,Yes,24.1,1946,984.9,9.6,3.2
91,98,Constant current discharge,Yes,24.8,2010,989.8,10.3,3.1
98,99,Constant current discharge,Yes,25.2,2010,915.8,10.4,3.1
100,99,Constant current discharge,Yes,25,2010,981.6,10.4,3.1
96,100,Constant current discharge,Yes,24.9,2007,977.2,10.4,3.2
63,93,Constant current discharge,Yes,23.6,1890,912.5,9.7,3.2
100,99,Constant current discharge,Yes,25,1972,975.4,10.3,3.1
86,100,Constant current discharge,Yes,24.1,1952,1004.5,10.3,3.2
69,92,Constant current discharge,Yes,23.5,1851,923.5,9.5,3.2
91,99,Constant current discharge,Yes,24.9,2000,964.9,10.3,3.2
71,93,Constant current discharge,Yes,23.5,1854,912.5,9.4,3.2
94,99,Constant current discharge,Yes,25.1,1962,975.3,10.4,3.2
90,98,Constant current discharge,Yes,24.9,1866,986.5,10.1,3.2
94,99,Constant current discharge,Yes,25.2,2010,985,10.3,3.1
69,92,Constant current discharge,Yes,23.5,1891,912.5,9.8,3.2
62,93,Constant current discharge,Yes,23.5,1799,912.5,9.6,3.2
90,99,Constant current discharge,Yes,25,2010,981,10.3,3.1
92,97,Constant current discharge,Yes,25,1972,956.4,9.7,3.2
93,100,Constant current discharge,Yes,25,2010,975,10.4,3.1
72,97,Constant current discharge,Yes,24.1,1977,914,10,3.2
66,92,Constant current discharge,Yes,24.1,1816,921.5,9.6,3.2
62,93,Constant current discharge,Yes,23.9,1847,912.5,10.4,3.2
56,92,Constant current discharge,Yes,23.6,1886,912.5,9.7,3.2
84,99,Constant current discharge,Yes,24.7,2010,960.9,10.3,3.2
70,92,Constant current discharge,Yes,23.7,1859,912.9,9.6,3.2
98,99,Constant current discharge,Yes,24.9,1983,989.5,10.2,3.1
62,94,Constant current discharge,Yes,24.2,1832,912.5,9.8,3.2
72,91,Constant current discharge,Yes,23.7,1859,912.5,9.4,3.2
93,99,Constant current discharge,Yes,25,2010,996.8,10.3,3.1
64,92,Constant current discharge,Yes,24,1813,912.5,9.6,3.2
59,93,Constant current discharge,Yes,23.6,1825,913.6,9.9,3.2
90,92,Constant current discharge,Yes,24.4,1980,950.2,10.1,3.1
76,92,Constant current discharge,Yes,23.7,1883,912.5,9.6,3.2
66,93,Constant current discharge,Yes,23.9,1989,938,10,3.2
97,98,Constant current discharge,Yes,24.5,1992,967.9,10,3.2
67,93,Constant current discharge,Yes,23.5,1895,950.7,10,3.2
63,94,Constant current discharge,Yes,24.3,1847,912.5,9.9,3.2
64,94,Constant current discharge,Yes,24.3,1882,913.4,10.1,3.2
94,100,Constant current discharge,Yes,25.3,2010,990.7,10,3.1
63,91,Constant current discharge,Yes,23.6,1891,912.5,9.5,3.2
100,99,Constant current discharge,Yes,25.3,2010,1011.1,10.4,3.1
85,95,Constant current discharge,Yes,24.7,1989,979.7,10.4,3.2
93,99,Constant current discharge,Yes,25.2,2010,995.3,10.3,3.1
100,100,Constant current discharge,Yes,25.3,2010,983.6,10.4,3.1
57,94,Constant current discharge,Yes,23.6,1802,921.8,9.7,3.2
91,99,Constant current discharge,Yes,25.3,1963,990.3,10.3,3.1
66,94,Constant current discharge,Yes,23.5,1829,913.9,9.8,3.2
94,99,Constant current discharge,Yes,24,1930,990.7,10.3,3.1
74,94,Constant current discharge,Yes,23.7,1823,994.8,10.1,3.2
86,93,Constant current discharge,Yes,25,2010,912.5,10.1,3.2
100,100,Constant current discharge,Yes,25.2,2010,980,10.4,3.1
100,100,Constant current discharge,Yes,25.3,2010,1011.9,10.4,3.1
59,93,Constant current discharge,Yes,23.5,1871,912.5,9.6,3.2
68,94,Constant current discharge,Yes,23.8,1839,912.5,9.8,3.2
96,100,Constant current discharge,Yes,25,2007,985.1,10.4,3.1
55,92,Constant current discharge,Yes,23.5,1835,912.5,9.5,3.2
71,92,Constant current discharge,Yes,23.5,1775,912.5,9.6,3.2
100,99,Constant current discharge,Yes,24.8,1982,985,10.3,3.2
72,92,Constant current discharge,Yes,23.5,1912,912.5,9.4,3.2
64,97,Constant current discharge,Yes,23.8,1867,983.9,10.1,3.2
60,92,Constant current discharge,Yes,23.7,1858,912.5,9.9,3.2
95,99,Constant current discharge,Yes,24.7,2010,1009.1,10.4,3.1
68,91,Constant current discharge,Yes,23.6,1859,912.5,9.6,3.2
99,100,Constant current discharge,Yes,25.1,2010,970.8,10.4,3.1
67,97,Constant current discharge,Yes,23.5,1961,932.3,9.8,3.2
89,97,Constant current discharge,Yes,24,2007,960.4,10.1,3.2
99,98,Constant current discharge,Yes,24.7,2000,982.2,10.3,3.2
100,100,Constant current discharge,Yes,25.3,2010,994.8,10.2,3.1
95,99,Constant current discharge,Yes,24.7,2010,1013.5,10.2,3.1
70,91,Constant current discharge,Yes,24,1829,926.5,9.8,3.2
92,97,Constant current discharge,Yes,23.7,2005,948.6,10.1,3.2
73,93,Constant current discharge,Yes,23.8,1888,912.5,9.6,3.2
60,97,Constant current discharge,Yes,24.6,1970,944.9,10.2,3.2
86,98,Constant current discharge,Yes,25.1,2010,995.6,10.4,3.1
67,92,Constant current discharge,Yes,23.7,1860,914.5,9.7,3.2
64,94,Constant current discharge,Yes,23.8,1865,912.5,9.9,3.2
70,93,Constant current discharge,Yes,23.7,1845,912.5,9.5,3.2
68,92,Constant current discharge,Yes,23.9,1851,912.5,9.8,3.2
59,93,Constant current discharge,Yes,24.4,1881,912.5,10.1,3.2
98,97,Constant current discharge,Yes,25.3,1967,969.6,10.3,3.2
59,92,Constant current discharge,Yes,23.5,1817,912.5,9.7,3.2
62,93,Constant current discharge,Yes,23.6,1899,912.5,10.2,3.2
74,97,Constant current discharge,Yes,24,1972,915.6,9.8,3.2
66,94,Constant current discharge,Yes,23.7,1814,912.5,9.4,3.2
60,92,Constant current discharge,Yes,24.1,1836,919.7,9.9,3.2
100,98,Constant current discharge,Yes,24.5,1931,964.3,10.2,3.1
98,99,Constant current discharge,Yes,24.8,1996,1001.1,10.2,3.1
66,98,Constant current discharge,Yes,24.9,1996,924,10.2,3.2
71,95,Constant current discharge,Yes,23.6,1804,912.5,10.1,3.2
61,91,Constant current discharge,Yes,23.8,1856,912.5,9.9,3.2
96,98,Constant current discharge,Yes,24.3,2010,974.6,10.4,3.1
64,91,Constant current discharge,Yes,23.5,1895,912.5,9.5,3.2
100,99,Constant current discharge,Yes,25.3,2010,973.4,10.3,3.1
100,100,Constant current discharge,Yes,24.9,2005,984.8,10.2,3.1
75,92,Constant current discharge,Yes,23.5,1864,917.4,9.7,3.2
65,94,Constant current discharge,Yes,23.8,1847,912.5,9.8,3.2
100,98,Constant current discharge,Yes,25,1979,986.1,10.1,3.2
97,99,Constant current discharge,Yes,24,1979,932.9,9.7,3.1
65,93,Constant current discharge,Yes,23.6,1832,922.8,9.7,3.2
62,92,Constant current discharge,Yes,23.5,1847,912.5,9.8,3.2
61,93,Constant current discharge,Yes,23.8,1838,912.5,10,3.2
89,96,Constant current discharge,Yes,24.6,1935,974.2,9.6,3.2
97,98,Constant current discharge,Yes,25,1940,1005.2,10.3,3.1
87,93,Constant current discharge,Yes,24.7,2010,965.9,10.1,3.1
63,92,Constant current discharge,Yes,23.8,1825,920.8,9.7,3.2
93,100,Constant current discharge,Yes,25.3,1988,995.9,10.4,3.2
